PC_ID,Innate,Current,Maximum,derivative
1568,loyalty,1.16,1.16,0.17
1568,memory,1.49,1.49,0.55
1568,obedience,1.26,1.26,0.02
1568,pain tolerance,0.46,0.46,0.09
1568,perception,-1.20,-1.20,0.06
1568,reflex,0.90,0.90,0.22
1568,speed,0.01,0.01,0.01
1568,strength,-0.43,-0.43,0.08
1569,agility,0.48,0.48,0.14
1569,analytical reasoning,2.50,2.50,0.09
1569,bravery,-1.28,-1.28,0.04
1569,endurance,-1.03,-1.03,0.15
1569,honesty,2.68,2.68,0.06
1569,intuition,-0.96,-0.96,0.02
1569,loyalty,-0.98,-0.98,0.77
1569,memory,0.98,0.98,0.06
1569,obedience,2.35,2.35,0.21
1569,pain tolerance,-0.58,-0.58,0.16
1569,perception,-0.55,-0.55,0.21
1569,reflex,1.86,1.86,0.09
1569,speed,3.41,3.41,0.01
1569,strength,1.32,1.32,0.09
1570,agility,1.22,1.22,0.12
1570,analytical reasoning,-1.26,-1.26,0.18
1570,bravery,-0.18,-0.18,0.09
1570,endurance,-0.32,-0.32,0.45
1570,honesty,0.84,0.84,0.01
1570,intuition,-0.04,-0.04,0.14
1570,loyalty,-0.05,-0.05,0.24
1570,memory,-0.56,-0.56,0.03
1570,obedience,-0.53,-0.53,0.13
1570,pain tolerance,-1.22,-1.22,0.17
1570,perception,-0.01,-0.01,0.56
1570,reflex,0.84,0.84,0.19
1570,speed,-0.17,-0.17,0.05
1570,strength,-0.99,-0.99,0.19
1571,agility,1.03,1.03,0.26
1571,analytical reasoning,0.74,0.74,0.01
1571,bravery,0.13,0.13,0.01
1571,endurance,-0.70,-0.70,0.20
1571,honesty,0.01,0.01,0.03
1571,intuition,-0.66,-0.66,0.06
1571,loyalty,1.55,1.55,0.31
1571,memory,0.86,0.86,0.05
1571,obedience,0.74,0.74,0.04
1571,pain tolerance,0.11,0.11,0.36
1571,perception,0.45,0.45,0.05
1571,reflex,0.38,0.38,0.08
1571,speed,0.85,0.85,0.04
1571,strength,0.44,0.44,0.16
1572,agility,-0.59,-0.59,0.34
1572,analytical reasoning,0.57,0.57,0.10
1572,bravery,0.40,0.40,0.06
1572,endurance,0.98,0.98,0.49
1572,honesty,1.17,1.17,0.16
1572,intuition,-0.42,-0.42,0.07
1572,loyalty,-0.28,-0.28,0.30
1572,memory,0.84,0.84,0.13
1572,obedience,1.21,1.21,0.02
1572,pain tolerance,-0.08,-0.08,0.14
1572,perception,-1.45,-1.45,0.01
1572,reflex,-0.66,-0.66,0.01
1572,speed,1.08,1.08,0.08
1572,strength,1.50,1.50,0.19
1573,agility,2.56,2.56,0.08
1573,analytical reasoning,0.64,0.64,0.01
1573,bravery,0.29,0.29,0.15
1573,endurance,2.92,2.92,0.10
1573,honesty,1.04,1.04,0.01
1573,intuition,0.82,0.82,0.06
1573,loyalty,0.60,0.60,0.20
1573,memory,0.43,0.43,0.14
1573,obedience,0.79,0.79,0.01
1573,pain tolerance,1.55,1.55,0.28
1573,perception,0.53,0.53,0.06
1573,reflex,-0.21,-0.21,0.02
1573,speed,2.09,2.09,0.01
1573,strength,0.75,0.75,0.08
1574,agility,-0.96,-0.96,0.09
1574,analytical reasoning,0.70,0.70,0.13
1574,bravery,0.03,0.03,0.05
1574,endurance,-1.49,-1.49,0.20
1574,honesty,0.12,0.12,0.11
1574,intuition,2.13,2.13,1.10
1574,loyalty,1.28,1.28,0.66
1574,memory,0.61,0.61,0.36
1574,obedience,2.12,2.12,0.13
1574,pain tolerance,0.18,0.18,0.05
1574,perception,0.38,0.38,0.01
1574,reflex,-0.43,-0.43,0.15
1574,speed,0.92,0.92,0.01
1574,strength,-1.44,-1.44,0.15
1575,agility,0.23,0.23,0.15
1575,analytical reasoning,-1.95,-1.95,0.01
1575,bravery,-0.13,-0.13,0.01
1575,endurance,1.52,1.52,0.26
1575,honesty,-0.34,-0.34,0.08
1575,intuition,0.69,0.69,0.18
1575,loyalty,0.23,0.23,0.37
1575,memory,-1.12,-1.12,0.06
1575,obedience,-2.11,-2.11,0.02
1575,pain tolerance,0.13,0.13,0.02
1575,perception,0.79,0.79,0.28
1575,reflex,-0.99,-0.99,0.01
1575,speed,-0.79,-0.79,0.21
1575,strength,-1.54,-1.54,0.03
1576,agility,0.56,0.56,0.09
1576,analytical reasoning,-1.74,-1.74,0.33
1576,bravery,-1.15,-1.15,0.02
1576,endurance,-0.16,-0.16,0.03
1576,honesty,0.04,0.04,0.38
1576,intuition,1.38,1.38,0.06
1576,loyalty,0.23,0.23,0.25
1576,memory,1.85,1.85,0.04
1576,obedience,0.93,0.93,0.15
1576,pain tolerance,1.10,1.10,0.20
1576,perception,0.14,0.14,0.22
1576,reflex,1.05,1.05,0.29
1576,speed,-0.50,-0.50,0.13
1576,strength,-0.18,-0.18,0.54
1577,agility,0.12,0.12,0.03
1577,analytical reasoning,-0.78,-0.78,0.12
1577,bravery,1.36,1.36,0.23
1577,endurance,-0.77,-0.77,0.09
1577,honesty,0.53,0.53,0.12
1577,intuition,2.08,2.08,0.30
1577,loyalty,0.80,0.80,0.29
1577,memory,0.86,0.86,0.13
1577,obedience,0.04,0.04,0.02
1577,pain tolerance,-0.96,-0.96,0.43
1577,perception,-0.28,-0.28,0.10
1577,reflex,-0.02,-0.02,0.01
1577,speed,3.30,3.30,0.07
1577,strength,0.99,0.99,0.24
1578,agility,1.33,1.33,0.24
1578,analytical reasoning,0.18,0.18,0.11
1578,bravery,0.67,0.67,0.36
1578,endurance,0.54,0.54,0.05
1578,honesty,0.55,0.55,0.16
1578,intuition,-0.30,-0.30,0.02
1578,loyalty,0.08,0.08,0.09
1578,memory,1.04,1.04,0.01
1578,obedience,-0.17,-0.17,0.15
1578,pain tolerance,-1.63,-1.63,0.03
1578,perception,-0.39,-0.39,0.12
1578,reflex,0.51,0.51,0.55
1578,speed,-0.74,-0.74,0.06
1578,strength,0.09,0.09,0.19
1579,agility,1.02,1.02,0.17
1579,analytical reasoning,-0.64,-0.64,0.42
1579,bravery,0.06,0.06,0.30
1579,endurance,-0.12,-0.12,0.28
1579,honesty,0.73,0.73,0.24
1579,intuition,-1.23,-1.23,0.01
1579,loyalty,1.68,1.68,0.01
1579,memory,-0.74,-0.74,0.05
1579,obedience,-1.29,-1.29,0.47
1579,pain tolerance,-0.30,-0.30,0.04
1579,perception,0.90,0.90,0.06
1579,reflex,1.30,1.30,0.24
1579,speed,-0.33,-0.33,0.21
1579,strength,0.61,0.61,0.03
1580,agility,0.10,0.10,0.10
1580,analytical reasoning,-0.38,-0.38,0.51
1580,bravery,1.58,1.58,0.05
1580,endurance,-0.90,-0.90,0.03
1580,honesty,1.48,1.48,0.29
1580,intuition,2.14,2.14,0.07
1580,loyalty,-0.16,-0.16,0.26
1580,memory,0.17,0.17,0.09
1580,obedience,0.83,0.83,0.03
1580,pain tolerance,0.57,0.57,0.01
1580,perception,-1.11,-1.11,0.23
1580,reflex,0.73,0.73,0.04
1580,speed,1.19,1.19,0.25
1580,strength,2.09,2.09,0.11
1581,agility,-0.24,-0.24,0.46
1581,analytical reasoning,-0.02,-0.02,0.61
1581,bravery,0.50,0.50,0.07
1581,endurance,0.23,0.23,0.29
1581,honesty,2.37,2.37,0.21
1581,intuition,-0.25,-0.25,0.13
1581,loyalty,1.73,1.73,0.31
1581,memory,0.74,0.74,0.03
1581,obedience,-0.37,-0.37,0.41
1581,pain tolerance,-1.66,-1.66,0.09
1581,perception,0.87,0.87,0.30
1581,reflex,1.56,1.56,0.10
1581,speed,0.80,0.80,0.01
1581,strength,-0.47,-0.47,0.05
1582,agility,0.16,0.16,0.49
1582,analytical reasoning,-0.18,-0.18,0.22
1582,bravery,-0.80,-0.80,0.43
1582,endurance,-1.50,-1.50,0.05
1582,honesty,2.29,2.29,0.17
1582,intuition,1.98,1.98,0.11
1582,loyalty,-2.33,-2.33,0.33
1582,memory,1.74,1.74,0.02
1582,obedience,-0.55,-0.55,0.48
1582,pain tolerance,0.72,0.72,0.01
1582,perception,-0.76,-0.76,0.04
1582,reflex,-1.74,-1.74,0.24
1582,speed,-0.41,-0.41,0.23
1582,strength,1.74,1.74,0.06
1583,agility,0.54,0.54,0.14
1583,analytical reasoning,-0.55,-0.55,0.05
1583,bravery,2.29,2.29,0.05
1583,endurance,1.14,1.14,0.56
1583,honesty,1.68,1.68,0.08
1583,intuition,1.34,1.34,0.10
1583,loyalty,-0.73,-0.73,0.14
1583,memory,-2.43,-2.43,0.26
1583,obedience,1.82,1.82,0.04
1583,pain tolerance,0.68,0.68,0.03
1583,perception,2.73,2.73,0.02
1583,reflex,1.42,1.42,0.01
1583,speed,-0.13,-0.13,0.03
1583,strength,1.13,1.13,0.07
1584,agility,1.65,1.65,0.06
1584,analytical reasoning,0.70,0.70,0.05
1584,bravery,-0.63,-0.63,0.02
1584,endurance,1.25,1.25,0.14
1584,honesty,1.26,1.26,0.06
1584,intuition,-0.11,-0.11,0.06
1584,loyalty,1.79,1.79,0.82
1584,memory,-0.15,-0.15,0.09
1584,obedience,-0.03,-0.03,0.02
1584,pain tolerance,0.69,0.69,0.12
1584,perception,0.10,0.10,0.59
1584,reflex,1.85,1.85,0.29
1584,speed,0.56,0.56,0.09
1584,strength,2.14,2.14,0.58
1585,agility,1.53,1.53,0.04
1585,analytical reasoning,1.10,1.10,0.03
1585,bravery,0.75,0.75,0.01
1585,endurance,-0.05,-0.05,0.29
1585,honesty,-0.32,-0.32,0.55
1585,intuition,-0.01,-0.01,0.29
1585,loyalty,0.69,0.69,0.01
1585,memory,-0.53,-0.53,0.34
1585,obedience,-0.03,-0.03,0.27
1585,pain tolerance,-0.79,-0.79,0.01
1585,perception,-0.85,-0.85,0.03
1585,reflex,0.16,0.16,0.14
1585,speed,0.01,0.01,0.56
1585,strength,-1.04,-1.04,0.05
1586,agility,0.84,0.84,0.32
1586,analytical reasoning,0.68,0.68,0.51
1586,bravery,0.68,0.68,0.35
1586,endurance,-1.07,-1.07,0.10
1586,honesty,0.90,0.90,0.03
1586,intuition,-0.93,-0.93,0.20
1586,loyalty,0.02,0.02,0.49
1586,memory,0.99,0.99,0.48
1586,obedience,-0.27,-0.27,0.07
1586,pain tolerance,-0.26,-0.26,0.04
1586,perception,2.02,2.02,0.15
1586,reflex,-0.01,-0.01,0.75
1586,speed,0.03,0.03,0.01
1586,strength,1.28,1.28,0.44
1587,agility,0.90,0.90,0.31
1587,analytical reasoning,0.69,0.69,1.24
1587,bravery,3.06,3.06,0.18
1587,endurance,-0.13,-0.13,0.01
1587,honesty,1.01,1.01,0.07
1587,intuition,0.31,0.31,0.02
1587,loyalty,2.47,2.47,0.10
1587,memory,0.14,0.14,0.46
1587,obedience,0.16,0.16,0.07
1587,pain tolerance,1.14,1.14,0.56
1587,perception,0.13,0.13,0.36
1587,reflex,-1.11,-1.11,0.15
1587,speed,1.77,1.77,0.06
1587,strength,-1.69,-1.69,0.04
1588,agility,0.89,0.89,0.06
1588,analytical reasoning,0.03,0.03,0.27
1588,bravery,0.18,0.18,0.41
1588,endurance,1.16,1.16,0.26
1588,honesty,1.30,1.30,0.09
1588,intuition,0.91,0.91,0.04
1588,loyalty,-0.80,-0.80,0.21
1588,memory,2.03,2.03,0.12
1588,obedience,-1.66,-1.66,0.02
1588,pain tolerance,0.37,0.37,0.53
1588,perception,0.74,0.74,0.20
1588,reflex,-0.57,-0.57,0.10
1588,speed,1.08,1.08,0.15
1588,strength,-1.37,-1.37,0.13
1589,agility,-0.25,-0.25,0.16
1589,analytical reasoning,-0.19,-0.19,0.01
1589,bravery,0.06,0.06,0.07
1589,endurance,0.62,0.62,0.10
1589,honesty,0.54,0.54,0.08
1589,intuition,-0.08,-0.08,0.01
1589,loyalty,-0.80,-0.80,0.06
1589,memory,-1.06,-1.06,0.01
1589,obedience,-0.02,-0.02,0.13
1589,pain tolerance,1.12,1.12,0.19
1589,perception,1.31,1.31,0.15
1589,reflex,0.71,0.71,0.15
1589,speed,0.30,0.30,0.22
1589,strength,-0.35,-0.35,0.38
1590,agility,1.02,1.02,0.01
1590,analytical reasoning,0.49,0.49,0.04
1590,bravery,-0.14,-0.14,0.05
1590,endurance,-0.12,-0.12,0.41
1590,honesty,0.60,0.60,0.08
1590,intuition,0.74,0.74,0.08
1590,loyalty,0.83,0.83,0.08
1590,memory,0.72,0.72,0.20
1590,obedience,0.45,0.45,0.05
1590,pain tolerance,-0.78,-0.78,0.41
1590,perception,1.10,1.10,0.05
1590,reflex,0.17,0.17,0.27
1590,speed,1.66,1.66,0.17
1590,strength,-0.54,-0.54,0.01
1591,agility,-0.02,-0.02,0.05
1591,analytical reasoning,0.15,0.15,0.07
1591,bravery,1.23,1.23,0.60
1591,endurance,0.30,0.30,0.26
1591,honesty,0.26,0.26,0.29
1591,intuition,0.43,0.43,0.01
1591,loyalty,1.35,1.35,0.15
1591,memory,0.46,0.46,0.12
1591,obedience,-0.15,-0.15,0.24
1591,pain tolerance,1.22,1.22,0.05
1591,perception,1.88,1.88,0.02
1591,reflex,-2.86,-2.86,0.02
1591,speed,2.48,2.48,0.13
1591,strength,-0.72,-0.72,0.02
1592,agility,-1.45,-1.45,0.02
1592,analytical reasoning,1.65,1.65,0.14
1592,bravery,1.15,1.15,0.06
1592,endurance,-0.14,-0.14,0.27
1592,honesty,1.25,1.25,0.06
1592,intuition,0.37,0.37,0.01
1592,loyalty,0.17,0.17,0.02
1592,memory,0.80,0.80,0.01
1592,obedience,0.08,0.08,0.58
1592,pain tolerance,-0.15,-0.15,0.09
1592,perception,-1.17,-1.17,0.01
1592,reflex,-0.64,-0.64,0.16
1592,speed,0.32,0.32,0.02
1592,strength,0.32,0.32,0.01
1593,agility,0.30,0.30,0.10
1593,analytical reasoning,-0.13,-0.13,0.27
1593,bravery,-0.67,-0.67,0.21
1593,endurance,-0.08,-0.08,0.05
1593,honesty,1.18,1.18,0.20
1593,intuition,1.04,1.04,0.38
1593,loyalty,0.85,0.85,0.02
1593,memory,3.43,3.43,0.05
1593,obedience,1.28,1.28,0.01
1593,pain tolerance,1.00,1.00,0.03
1593,perception,0.85,0.85,0.01
1593,reflex,-0.08,-0.08,0.02
1593,speed,0.66,0.66,0.02
1593,strength,2.21,2.21,0.09
1594,agility,2.25,2.25,0.37
1594,analytical reasoning,0.97,0.97,0.19
1594,bravery,-0.90,-0.90,0.07
1594,endurance,1.19,1.19,0.13
1594,honesty,-1.27,-1.27,0.01
1594,intuition,-1.00,-1.00,0.25
1594,loyalty,-0.24,-0.24,0.16
1594,memory,0.61,0.61,0.08
1594,obedience,0.25,0.25,0.15
1594,pain tolerance,0.15,0.15,0.15
1594,perception,0.55,0.55,0.11
1594,reflex,0.36,0.36,0.48
1594,speed,-0.67,-0.67,0.24
1594,strength,-0.79,-0.79,0.06
1595,agility,0.37,0.37,0.16
1595,analytical reasoning,1.00,1.00,0.05
1595,bravery,-0.35,-0.35,0.40
1595,endurance,0.25,0.25,0.01
1595,honesty,1.23,1.23,0.10
1595,intuition,0.01,0.01,0.05
1595,loyalty,1.61,1.61,0.10
1595,memory,0.28,0.28,0.03
1595,obedience,2.45,2.45,0.05
1595,pain tolerance,-0.98,-0.98,0.15
1595,perception,-0.01,-0.01,0.09
1595,reflex,2.40,2.40,0.15
1595,speed,0.30,0.30,0.01
1595,strength,-0.91,-0.91,0.08
1596,agility,-1.24,-1.24,0.15
1596,analytical reasoning,0.12,0.12,0.25
1596,bravery,-0.78,-0.78,0.03
1596,endurance,1.08,1.08,0.06
1596,honesty,1.63,1.63,0.09
1596,intuition,-0.09,-0.09,0.19
1596,loyalty,0.43,0.43,0.08
1596,memory,0.24,0.24,0.21
1596,obedience,1.29,1.29,0.62
1596,pain tolerance,-0.67,-0.67,0.15
1596,perception,0.38,0.38,0.01
1596,reflex,-0.77,-0.77,0.11
1596,speed,0.46,0.46,0.11
1596,strength,-0.14,-0.14,0.14
1597,agility,-0.61,-0.61,0.17
1597,analytical reasoning,-0.10,-0.10,0.75
1597,bravery,0.19,0.19,0.01
1597,endurance,-0.02,-0.02,0.28
1597,honesty,-1.37,-1.37,0.10
1597,intuition,1.49,1.49,0.01
1597,loyalty,1.34,1.34,0.16
1597,memory,0.05,0.05,0.13
1597,obedience,-0.35,-0.35,0.01
1597,pain tolerance,-0.75,-0.75,0.14
1597,perception,0.30,0.30,0.25
1597,reflex,1.05,1.05,0.01
1597,speed,-0.53,-0.53,0.07
1597,strength,-0.16,-0.16,0.17
1598,agility,2.36,2.36,0.03
1598,analytical reasoning,1.74,1.74,0.01
1598,bravery,1.29,1.29,0.06
1598,endurance,-0.47,-0.47,0.09
1598,honesty,2.24,2.24,0.13
1598,intuition,-0.02,-0.02,0.01
1598,loyalty,1.94,1.94,0.09
1598,memory,0.56,0.56,0.01
1598,obedience,1.29,1.29,0.29
1598,pain tolerance,-0.88,-0.88,0.01
1598,perception,-0.08,-0.08,0.12
1598,reflex,1.78,1.78,0.06
1598,speed,0.22,0.22,0.04
1598,strength,0.24,0.24,0.20
1599,agility,0.77,0.77,0.14
1599,analytical reasoning,2.82,2.82,0.07
1599,bravery,1.54,1.54,0.30
1599,endurance,0.45,0.45,0.29
1599,honesty,0.70,0.70,0.06
1599,intuition,2.36,2.36,0.23
1599,loyalty,-0.48,-0.48,0.01
1599,memory,1.59,1.59,0.30
1599,obedience,-0.17,-0.17,0.29
1599,pain tolerance,-0.60,-0.60,0.36
1599,perception,-0.55,-0.55,0.14
1599,reflex,0.97,0.97,0.12
1599,speed,1.26,1.26,0.36
1599,strength,1.88,1.88,0.34
1600,agility,-1.34,-1.34,0.03
1600,analytical reasoning,1.20,1.20,0.19
1600,bravery,0.57,0.57,0.13
1600,endurance,1.65,1.65,0.06
1600,honesty,-0.62,-0.62,0.10
1600,intuition,0.77,0.77,0.45
1600,loyalty,0.46,0.46,0.17
1600,memory,-0.17,-0.17,0.25
1600,obedience,-0.52,-0.52,0.02
1600,pain tolerance,-0.29,-0.29,0.03
1600,perception,0.34,0.34,0.08
1600,reflex,1.00,1.00,0.11
1600,speed,-0.60,-0.60,0.12
1600,strength,0.55,0.55,0.01
1601,agility,-2.05,-2.05,0.06
1601,analytical reasoning,1.88,1.88,0.01
1601,bravery,0.34,0.34,0.26
1601,endurance,0.22,0.22,0.12
1601,honesty,1.91,1.91,0.03
1601,intuition,-0.08,-0.08,0.01
1601,loyalty,-0.31,-0.31,0.52
1601,memory,0.84,0.84,0.69
1601,obedience,0.23,0.23,0.20
1601,pain tolerance,-0.21,-0.21,0.09
1601,perception,-0.45,-0.45,0.06
1601,reflex,0.55,0.55,0.12
1601,speed,-0.10,-0.10,0.05
1601,strength,0.10,0.10,0.26
1602,agility,0.11,0.11,0.15
1602,analytical reasoning,-0.53,-0.53,0.28
1602,bravery,-1.45,-1.45,0.01
1602,endurance,-0.59,-0.59,0.37
1602,honesty,-1.46,-1.46,0.07
1602,intuition,0.34,0.34,0.02
1602,loyalty,0.64,0.64,0.11
1602,memory,0.12,0.12,0.03
1602,obedience,0.24,0.24,0.12
1602,pain tolerance,0.32,0.32,0.72
1602,perception,0.44,0.44,0.18
1602,reflex,-0.69,-0.69,0.19
1602,speed,1.52,1.52,0.02
1602,strength,1.06,1.06,0.01
1603,agility,-0.71,-0.71,0.07
1603,analytical reasoning,1.87,1.87,0.64
1603,bravery,-0.73,-0.73,0.67
1603,endurance,0.21,0.21,0.15
1603,honesty,-0.99,-0.99,0.01
1603,intuition,0.46,0.46,0.16
1603,loyalty,2.45,2.45,0.06
1603,memory,0.72,0.72,0.21
1603,obedience,0.36,0.36,0.29
1603,pain tolerance,-0.33,-0.33,0.11
1603,perception,0.40,0.40,0.48
1603,reflex,0.24,0.24,0.09
1603,speed,-0.35,-0.35,0.04
1603,strength,-0.70,-0.70,0.49
1604,agility,0.19,0.19,0.01
1604,analytical reasoning,0.23,0.23,0.15
1604,bravery,-2.35,-2.35,0.28
1604,endurance,-0.84,-0.84,0.15
1604,honesty,-0.66,-0.66,0.13
1604,intuition,0.59,0.59,0.24
1604,loyalty,-0.83,-0.83,0.28
1604,memory,-0.18,-0.18,0.05
1604,obedience,0.68,0.68,0.24
1604,pain tolerance,0.55,0.55,0.19
1604,perception,-1.46,-1.46,0.60
1604,reflex,-0.70,-0.70,0.10
1604,speed,1.05,1.05,0.17
1604,strength,-0.04,-0.04,0.33
1605,agility,1.54,1.54,0.20
1605,analytical reasoning,-0.74,-0.74,0.36
1605,bravery,-1.22,-1.22,0.07
1605,endurance,-0.42,-0.42,0.10
1605,honesty,-0.58,-0.58,0.07
1605,intuition,0.94,0.94,0.14
1605,loyalty,0.86,0.86,0.01
1605,memory,0.27,0.27,0.12
1605,obedience,-1.11,-1.11,0.03
1605,pain tolerance,-0.24,-0.24,0.05
1605,perception,-1.74,-1.74,0.41
1605,reflex,0.01,0.01,0.14
1605,speed,-0.36,-0.36,0.29
1605,strength,-0.71,-0.71,0.30
1606,agility,0.76,0.76,0.04
1606,analytical reasoning,0.90,0.90,0.22
1606,bravery,-0.53,-0.53,0.37
1606,endurance,0.73,0.73,0.24
1606,honesty,-0.01,-0.01,0.29
1606,intuition,-0.21,-0.21,0.23
1606,loyalty,-1.39,-1.39,0.01
1606,memory,0.47,0.47,0.09
1606,obedience,0.04,0.04,0.17
1606,pain tolerance,-1.36,-1.36,0.24
1606,perception,0.25,0.25,0.01
1606,reflex,0.25,0.25,0.01
1606,speed,-1.43,-1.43,0.13
1606,strength,2.14,2.14,0.10
1607,agility,-0.83,-0.83,0.01
1607,analytical reasoning,-1.14,-1.14,0.47
1607,bravery,-0.08,-0.08,0.03
1607,endurance,1.30,1.30,0.07
1607,honesty,0.10,0.10,0.06
1607,intuition,-0.63,-0.63,0.02
1607,loyalty,-1.24,-1.24,0.37
1607,memory,0.28,0.28,0.15
1607,obedience,-0.14,-0.14,0.23
1607,pain tolerance,1.47,1.47,0.74
1607,perception,-0.47,-0.47,1.30
1607,reflex,1.22,1.22,0.16
1607,speed,-0.72,-0.72,0.03
1607,strength,0.39,0.39,0.03
1608,agility,1.97,1.97,0.03
1608,analytical reasoning,0.27,0.27,0.03
1608,bravery,0.47,0.47,0.02
1608,endurance,-0.33,-0.33,0.30
1608,honesty,-1.49,-1.49,0.14
1608,intuition,0.01,0.01,0.26
1608,loyalty,-1.17,-1.17,0.21
1608,memory,0.68,0.68,0.01
1608,obedience,2.09,2.09,0.30
1608,pain tolerance,0.94,0.94,0.10
1608,perception,1.25,1.25,0.10
1608,reflex,0.16,0.16,0.06
1608,speed,-0.03,-0.03,0.09
1608,strength,0.47,0.47,0.07
1609,agility,-0.30,-0.30,0.27
1609,analytical reasoning,-0.52,-0.52,0.03
1609,bravery,1.50,1.50,0.05
1609,endurance,-0.16,-0.16,0.07
1609,honesty,0.27,0.27,0.02
1609,intuition,-0.51,-0.51,0.01
1609,loyalty,-1.11,-1.11,0.25
1609,memory,1.47,1.47,0.29
1609,obedience,0.24,0.24,0.06
1609,pain tolerance,0.33,0.33,0.12
1609,perception,-0.66,-0.66,0.04
1609,reflex,0.01,0.01,0.01
1609,speed,-0.28,-0.28,0.30
1609,strength,-0.29,-0.29,0.40
1610,agility,1.32,1.32,0.03
1610,analytical reasoning,1.26,1.26,0.08
1610,bravery,-0.42,-0.42,0.13
1610,endurance,-0.95,-0.95,0.24
1610,honesty,0.98,0.98,0.07
1610,intuition,-0.12,-0.12,0.45
1610,loyalty,1.62,1.62,0.08
1610,memory,-1.32,-1.32,0.19
1610,obedience,0.42,0.42,0.01
1610,pain tolerance,-0.20,-0.20,0.10
1610,perception,0.31,0.31,0.03
1610,reflex,-0.11,-0.11,0.02
1610,speed,0.30,0.30,0.25
1610,strength,-0.60,-0.60,0.39
1611,agility,0.04,0.04,0.25
1611,analytical reasoning,-0.44,-0.44,0.07
1611,bravery,0.45,0.45,0.53
1611,endurance,0.01,0.01,0.16
1611,honesty,-0.48,-0.48,0.02
1611,intuition,0.13,0.13,0.01
1611,loyalty,0.44,0.44,0.08
1611,memory,0.47,0.47,0.07
1611,obedience,1.27,1.27,0.05
1611,pain tolerance,0.08,0.08,0.11
1611,perception,1.83,1.83,0.57
1611,reflex,-0.01,-0.01,0.26
1611,speed,0.22,0.22,0.04
1611,strength,-0.49,-0.49,0.02
1612,agility,0.57,0.57,0.15
1612,analytical reasoning,-0.18,-0.18,0.03
1612,bravery,0.14,0.14,0.06
1612,endurance,2.13,2.13,0.40
1612,honesty,1.00,1.00,0.07
1612,intuition,2.04,2.04,0.29
1612,loyalty,-0.64,-0.64,0.01
1612,memory,0.03,0.03,0.04
1612,obedience,-0.57,-0.57,0.06
1612,pain tolerance,0.49,0.49,0.05
1612,perception,-0.48,-0.48,0.25
1612,reflex,-2.00,-2.00,0.09
1612,speed,-0.20,-0.20,0.32
1612,strength,0.78,0.78,0.06
1613,agility,0.68,0.68,0.16
1613,analytical reasoning,-1.09,-1.09,0.21
1613,bravery,-0.24,-0.24,0.02
1613,endurance,0.28,0.28,0.11
1613,honesty,1.13,1.13,0.03
1613,intuition,1.26,1.26,0.09
1613,loyalty,0.45,0.45,0.10
1613,memory,1.59,1.59,0.25
1613,obedience,-0.24,-0.24,0.10
1613,pain tolerance,0.18,0.18,0.22
1613,perception,0.89,0.89,0.13
1613,reflex,-0.01,-0.01,0.12
1613,speed,0.31,0.31,0.20
1613,strength,2.05,2.05,0.01
1614,agility,0.16,0.16,0.17
1614,analytical reasoning,-2.09,-2.09,0.82
1614,bravery,0.30,0.30,0.22
1614,endurance,0.41,0.41,0.14
1614,honesty,-1.64,-1.64,0.01
1614,intuition,1.28,1.28,0.04
1614,loyalty,1.25,1.25,0.12
1614,memory,-1.80,-1.80,0.03
1614,obedience,0.26,0.26,0.41
1614,pain tolerance,0.48,0.48,0.34
1614,perception,0.63,0.63,0.13
1614,reflex,-1.11,-1.11,0.02
1614,speed,-0.22,-0.22,0.05
1614,strength,1.19,1.19,0.06
1615,agility,0.18,0.18,0.12
1615,analytical reasoning,-0.27,-0.27,0.01
1615,bravery,0.81,0.81,0.01
1615,endurance,-1.31,-1.31,0.25
1615,honesty,-0.26,-0.26,0.06
1615,intuition,1.52,1.52,0.32
1615,loyalty,0.08,0.08,0.07
1615,memory,2.19,2.19,0.01
1615,obedience,-0.80,-0.80,0.36
1615,pain tolerance,-0.12,-0.12,0.10
1615,perception,0.61,0.61,0.05
1615,reflex,-0.07,-0.07,0.02
1615,speed,0.89,0.89,0.20
1615,strength,0.31,0.31,0.04
1616,agility,1.15,1.15,0.36
1616,analytical reasoning,-1.41,-1.41,0.27
1616,bravery,0.17,0.17,0.19
1616,endurance,0.40,0.40,0.04
1616,honesty,-0.18,-0.18,0.31
1616,intuition,0.30,0.30,0.40
1616,loyalty,0.25,0.25,0.01
1616,memory,1.06,1.06,0.13
1616,obedience,-0.32,-0.32,0.24
1616,pain tolerance,-0.79,-0.79,0.01
1616,perception,0.05,0.05,0.15
1616,reflex,0.02,0.02,0.12
1616,speed,1.66,1.66,0.01
1616,strength,-1.12,-1.12,0.03
1617,agility,-1.42,-1.42,0.04
1617,analytical reasoning,-0.79,-0.79,0.04
1617,bravery,2.10,2.10,0.17
1617,endurance,-2.83,-2.83,0.23
1617,honesty,0.36,0.36,0.18
1617,intuition,0.87,0.87,0.05
1617,loyalty,-0.64,-0.64,0.25
1617,memory,-0.23,-0.23,0.02
1617,obedience,1.45,1.45,0.20
1617,pain tolerance,1.37,1.37,0.42
1617,perception,-0.47,-0.47,0.02
1617,reflex,0.55,0.55,0.09
1617,speed,-0.40,-0.40,0.12
1617,strength,-0.69,-0.69,0.07
1618,agility,0.94,0.94,0.43
1618,analytical reasoning,1.44,1.44,0.01
1618,bravery,-0.10,-0.10,0.27
1618,endurance,-0.34,-0.34,0.01
